DataboxPlot_Note	'Note'
self.combo_binary	0
self.combo_autoscript	1
self.button_enabled	True
self.button_multi	True
self.button_link_x	True
self.button_script	False
self.number_file	0
self.script	"x = ( d[0] )\ny = ( d[1], d[2] )\n\nxlabels = 'Time (s)'\nylabels = ( 'Temperature (C)', 'Power (%)' )\n"
self.number_history	0
self.text_log_note	'Note'

Time (s)	Temperature (C)	Power (%)
55.939	94.5938	51.20081921310741
56.04	94.5859	51.20081921310741
56.141	94.6172	51.20081921310741
56.242	94.5469	51.20081921310741
56.343	94.5469	51.20081921310741
56.444	94.5859	51.20081921310741
56.546	94.5234	51.20081921310741
56.647	94.4922	51.20081921310741
56.748	94.4922	51.20081921310741
56.849	94.4922	51.20081921310741
56.95	94.4219	51.20081921310741
57.052	94.4688	51.20081921310741
57.153	94.4297	51.20081921310741
57.253	94.4219	51.20081921310741
57.355	94.3984	51.20081921310741
57.456	94.4219	51.20081921310741
57.558	94.4453	51.20081921310741
57.659	94.3047	51.20081921310741
57.759	94.3359	51.20081921310741
57.861	94.3516	51.20081921310741
57.962	94.3359	51.20081921310741
58.063	94.3516	51.20081921310741
58.165	94.3281	51.20081921310741
58.265	94.2656	51.20081921310741
58.367	94.2891	51.20081921310741
58.468	94.2734	51.20081921310741
58.569	94.2734	51.20081921310741
58.671	94.25	51.20081921310741
58.771	94.2422	51.20081921310741
58.872	94.25	51.20081921310741
58.974	94.2266	51.20081921310741
59.075	94.25	51.20081921310741
59.177	94.2891	51.20081921310741
59.277	94.2656	51.20081921310741
59.378	94.1563	51.20081921310741
59.48	94.1484	51.20081921310741
59.581	94.1797	51.20081921310741
59.682	94.1719	51.20081921310741
59.783	94.1016	51.20081921310741
59.884	94.1484	51.20081921310741
59.985	94.0859	51.20081921310741
60.087	94.1016	51.20081921310741
60.187	94.1953	51.20081921310741
60.289	94.1094	51.20081921310741
60.39	93.9844	51.20081921310741
60.491	94.0391	51.20081921310741
60.593	94.125	51.20081921310741
60.693	94.0781	51.20081921310741
60.794	94.0625	51.20081921310741
60.896	94.1016	51.20081921310741
60.997	93.9844	51.20081921310741
61.099	94.0156	51.20081921310741
61.199	94.0078	51.20081921310741
61.3	93.9453	51.20081921310741
61.402	93.8906	51.20081921310741
61.503	93.9453	51.20081921310741
61.604	93.875	51.20081921310741
61.705	93.8984	51.20081921310741
61.806	93.8984	51.20081921310741
61.908	93.9922	51.20081921310741
62.009	94.0078	51.20081921310741
62.11	93.9219	51.20081921310741
62.211	93.9219	51.20081921310741
62.312	93.8672	51.20081921310741
62.413	93.8359	51.20081921310741
62.515	93.8672	51.20081921310741
62.616	93.8516	51.20081921310741
62.716	93.8125	51.20081921310741
62.818	93.8359	51.20081921310741
62.919	93.8281	51.20081921310741
63.021	93.7578	51.20081921310741
63.122	93.6953	51.20081921310741
63.222	93.7656	51.20081921310741
63.324	93.7656	51.20081921310741
63.425	93.6953	51.20081921310741
63.526	93.7578	51.20081921310741
63.628	93.7891	51.20081921310741
63.728	93.8047	51.20081921310741
63.83	93.7422	51.20081921310741
63.931	93.7188	51.20081921310741
64.032	93.6719	51.20081921310741
64.133	93.6953	51.20081921310741
64.234	93.7188	51.20081921310741
64.335	93.625	51.20081921310741
64.437	93.625	51.20081921310741
64.538	93.6016	51.20081921310741
64.639	93.625	51.20081921310741
64.74	93.6172	51.20081921310741
64.841	93.6406	51.20081921310741
64.943	93.6484	51.20081921310741
65.044	93.5469	51.20081921310741
65.144	93.5781	51.20081921310741
65.246	93.5313	51.20081921310741
65.347	93.5938	51.20081921310741
65.449	93.5938	51.20081921310741
65.55	93.5469	51.20081921310741
65.65	93.5781	51.20081921310741
65.752	93.5	51.20081921310741
65.853	93.5313	51.20081921310741
65.954	93.5	51.20081921310741
66.056	93.5	51.20081921310741
66.156	93.3984	51.20081921310741
66.257	93.375	51.20081921310741
66.359	93.4609	51.20081921310741
66.46	93.3984	51.20081921310741
66.562	93.4375	51.20081921310741
66.662	93.4531	51.20081921310741
66.763	93.3984	51.20081921310741
66.865	93.375	51.20081921310741
66.966	93.3516	51.20081921310741
67.066	93.3516	51.20081921310741
67.168	93.3281	51.20081921310741
67.269	93.3516	51.20081921310741
67.371	93.4375	51.20081921310741
67.472	93.3047	51.20081921310741
67.572	93.3438	51.20081921310741
67.674	93.2734	51.20081921310741
67.775	93.2734	51.20081921310741
67.876	93.25	51.20081921310741
67.978	93.3047	51.20081921310741
68.078	93.2344	51.20081921310741
68.18	93.1875	51.20081921310741
68.281	93.2266	51.20081921310741
68.382	93.1797	51.20081921310741
68.484	93.2578	51.20081921310741
68.584	93.2031	51.20081921310741
68.685	93.2031	51.20081921310741
68.787	93.1875	51.20081921310741
68.888	93.1406	51.20081921310741
68.99	93.1172	51.20081921310741
69.09	93.0859	51.20081921310741
69.191	93.0625	51.20081921310741
69.293	93.2109	51.20081921310741
69.394	93.1172	51.20081921310741
69.494	93.0938	51.20081921310741
69.596	93.1328	51.20081921310741
69.697	92.9844	51.20081921310741
69.798	92.9844	51.20081921310741
69.9	92.9844	51.20081921310741
70.0	93.0234	51.20081921310741
70.102	93.0469	51.20081921310741
70.203	93.0156	51.20081921310741
70.304	93.0234	51.20081921310741
70.406	92.9844	51.20081921310741
70.506	93.0	51.20081921310741
70.607	92.8828	51.20081921310741
70.709	92.9531	51.20081921310741
70.81	92.8828	51.20081921310741
70.912	92.8828	51.20081921310741
71.012	92.8828	51.20081921310741
71.113	92.8203	51.20081921310741
71.215	92.8906	51.20081921310741
71.316	92.8828	51.20081921310741
71.417	92.9141	51.20081921310741
71.518	92.8438	51.20081921310741
71.619	92.7969	51.20081921310741
71.721	92.7969	51.20081921310741
71.822	92.8828	51.20081921310741
71.923	92.8359	51.20081921310741
72.024	92.75	51.20081921310741
72.125	92.7969	51.20081921310741
72.226	92.7656	51.20081921310741
72.328	92.7891	51.20081921310741
72.429	92.7188	51.20081921310741
72.529	92.8125	51.20081921310741
72.631	92.7188	51.20081921310741
72.732	92.7891	51.20081921310741
72.834	92.7266	51.20081921310741
72.935	92.7266	51.20081921310741
73.035	92.7422	51.20081921310741
73.137	92.7188	51.20081921310741
73.238	92.7266	51.20081921310741
73.339	92.6484	51.20081921310741
73.441	92.7422	51.20081921310741
73.541	92.6953	51.20081921310741
73.643	92.6797	51.20081921310741
73.744	92.6328	51.20081921310741
73.845	92.6328	51.20081921310741
73.946	92.5234	51.20081921310741
74.047	92.625	51.20081921310741
74.148	92.5234	51.20081921310741
74.25	92.5625	51.20081921310741
74.351	92.5859	51.20081921310741
74.452	92.5859	51.20081921310741
74.553	92.5156	51.20081921310741
74.654	92.5469	51.20081921310741
74.756	92.5	51.20081921310741
74.857	92.4922	51.20081921310741
74.957	92.4922	51.20081921310741
75.059	92.4922	51.20081921310741
75.16	92.4453	51.20081921310741
75.262	92.4297	51.20081921310741
75.363	92.4531	51.20081921310741
75.463	92.4688	51.20081921310741
75.565	92.4688	51.20081921310741
75.666	92.4219	51.20081921310741
75.767	92.4297	51.20081921310741
75.869	92.4766	51.20081921310741
75.969	92.3359	51.20081921310741
76.07	92.3359	51.20081921310741
76.172	92.375	51.20081921310741
76.273	92.2813	51.20081921310741
76.375	92.2656	51.20081921310741
76.475	92.2891	51.20081921310741
76.576	92.3594	51.20081921310741
76.678	92.2578	51.20081921310741
76.779	92.2578	51.20081921310741
76.88	92.2891	51.20081921310741
76.981	92.3125	51.20081921310741
77.082	92.2344	51.20081921310741
77.184	92.3047	51.20081921310741
77.285	92.2422	51.20081921310741
77.385	92.1484	51.20081921310741
77.487	92.2188	51.20081921310741
77.588	92.1719	51.20081921310741
77.689	92.1953	51.20081921310741
77.791	92.2344	51.20081921310741
77.891	92.1406	51.20081921310741
77.993	92.1641	51.20081921310741
78.094	92.2344	51.20081921310741
