DataboxPlot_Note	'Note'
self.combo_binary	0
self.combo_autoscript	1
self.button_enabled	True
self.button_multi	True
self.button_link_x	True
self.button_script	False
self.number_file	0
self.script	"x = ( d[0] )\ny = ( d[1], d[2] )\n\nxlabels = 'Time(s)'\nylabels = ( 'Temperature(C)', 'Power(%)' )\n"
self.number_history	0
self.text_log_note	'Note'

Time(s)	Temperature(C)	Power(%)
2.835	88.3125	99.99839997439959
2.936	88.2891	99.99839997439959
3.038	88.2891	99.99839997439959
3.139	88.25	99.99839997439959
3.241	88.2266	99.99839997439959
3.341	88.1719	99.99839997439959
3.442	88.1563	99.99839997439959
3.544	88.0625	99.99839997439959
3.645	88.0313	99.99839997439959
3.745	87.9844	99.99839997439959
3.847	88.0313	99.99839997439959
3.948	87.9375	99.99839997439959
4.049	87.875	99.99839997439959
4.15	87.8281	99.99839997439959
4.251	87.8281	99.99839997439959
4.353	87.8438	99.99839997439959
4.454	87.7266	99.99839997439959
4.555	87.75	99.99839997439959
4.656	87.75	99.99839997439959
4.757	87.7109	99.99839997439959
4.858	87.6406	99.99839997439959
4.96	87.625	99.99839997439959
5.06	87.6016	99.99839997439959
5.162	87.5703	99.99839997439959
5.263	87.5547	99.99839997439959
5.364	87.5078	99.99839997439959
5.465	87.5	99.99839997439959
5.566	87.4141	99.99839997439959
5.667	87.4766	99.99839997439959
5.769	87.4609	99.99839997439959
5.87	87.4141	99.99839997439959
5.97	87.4375	99.99839997439959
6.072	87.3672	99.99839997439959
6.173	87.3438	99.99839997439959
6.275	87.3672	99.99839997439959
6.375	87.3594	99.99839997439959
6.476	87.3203	99.99839997439959
6.578	87.3203	99.99839997439959
6.679	87.2891	99.99839997439959
6.779	87.2891	99.99839997439959
6.881	87.2656	99.99839997439959
6.982	87.2734	99.99839997439959
7.084	87.3125	99.99839997439959
7.185	87.2891	99.99839997439959
7.285	87.2891	99.99839997439959
7.387	87.2422	99.99839997439959
7.488	87.2891	99.99839997439959
7.589	87.2891	99.99839997439959
7.69	87.3203	99.99839997439959
7.791	87.3203	99.99839997439959
7.893	87.2656	99.99839997439959
7.994	87.2969	99.99839997439959
8.094	87.2969	99.99839997439959
8.196	87.2891	99.99839997439959
8.297	87.3906	99.99839997439959
8.398	87.3125	99.99839997439959
8.5	87.2734	99.99839997439959
8.6	87.3359	99.99839997439959
8.702	87.3203	99.99839997439959
8.803	87.3594	99.99839997439959
8.904	87.3828	99.99839997439959
9.005	87.3906	99.99839997439959
9.106	87.4141	99.99839997439959
9.207	87.4141	99.99839997439959
9.309	87.4844	99.99839997439959
9.409	87.4141	99.99839997439959
9.51	87.4141	99.99839997439959
9.612	87.4531	99.99839997439959
9.713	87.4766	99.99839997439959
9.815	87.5313	99.99839997439959
9.915	87.5781	99.99839997439959
10.016	87.5078	99.99839997439959
10.118	87.5703	99.99839997439959
10.219	87.6563	99.99839997439959
10.32	87.6406	99.99839997439959
10.421	87.6406	99.99839997439959
10.522	87.6875	99.99839997439959
10.624	87.6563	99.99839997439959
10.725	87.7266	99.99839997439959
10.826	87.7344	99.99839997439959
10.927	87.7344	99.99839997439959
11.028	87.7969	99.99839997439959
11.129	87.8516	99.99839997439959
11.231	87.8047	99.99839997439959
11.332	87.8672	99.99839997439959
11.433	87.9219	99.99839997439959
11.534	87.9609	99.99839997439959
11.635	88.0078	99.99839997439959
11.737	87.9922	99.99839997439959
11.838	88.0156	99.99839997439959
11.939	88.0313	99.99839997439959
12.04	88.0859	99.99839997439959
12.141	88.1953	99.99839997439959
12.242	88.1563	99.99839997439959
12.344	88.1953	99.99839997439959
12.445	88.25	99.99839997439959
12.546	88.3125	99.99839997439959
12.647	88.3203	99.99839997439959
12.748	88.3906	99.99839997439959
12.85	88.3594	99.99839997439959
12.951	88.3906	99.99839997439959
13.052	88.3906	99.99839997439959
13.153	88.4766	99.99839997439959
13.254	88.4609	99.99839997439959
13.356	88.5	99.99839997439959
13.457	88.5703	99.99839997439959
13.558	88.6172	99.99839997439959
13.659	88.625	99.99839997439959
13.76	88.7109	99.99839997439959
13.861	88.6875	99.99839997439959
13.963	88.7422	99.99839997439959
14.064	88.7891	99.99839997439959
14.165	88.8281	99.99839997439959
14.266	88.9297	99.99839997439959
14.367	88.9922	99.99839997439959
14.469	88.9297	99.99839997439959
14.57	88.9922	99.99839997439959
14.671	88.9922	99.99839997439959
14.772	89.0703	99.99839997439959
14.873	89.0703	99.99839997439959
14.975	89.0938	99.99839997439959
15.076	89.1094	99.99839997439959
15.177	89.1563	99.99839997439959
15.278	89.1641	99.99839997439959
15.379	89.2344	99.99839997439959
15.48	89.2344	99.99839997439959
15.582	89.3516	99.99839997439959
15.683	89.375	99.99839997439959
15.785	89.4375	99.99839997439959
15.885	89.3984	99.99839997439959
15.986	89.4219	99.99839997439959
16.088	89.5078	99.99839997439959
16.189	89.5625	99.99839997439959
16.29	89.5391	99.99839997439959
16.391	89.5625	99.99839997439959
