DataboxPlot_Note	'Note'
self.combo_binary	0
self.combo_autoscript	1
self.button_enabled	True
self.button_multi	True
self.button_link_x	True
self.button_script	False
self.number_file	0
self.script	"x = ( d[0] )\ny = ( d[1], d[2] )\n\nxlabels = 'Time(s)'\nylabels = ( 'Temperature(C)', 'Power(%)' )\n"
self.number_history	0
self.text_log_note	'Note'

Time(s)	Temperature(C)	Power(%)
2.834	88.9453	0.0
2.935	88.875	0.0
3.036	88.875	0.0
3.137	88.8516	0.0
3.237	88.8594	0.0
3.339	88.7344	0.0
3.44	88.7344	0.0
3.541	88.6953	0.0
3.642	88.6406	0.0
3.742	88.5781	0.0
3.844	88.6406	0.0
3.944	88.5469	0.0
4.045	88.5	0.0
4.147	88.4063	0.0
4.247	88.3594	0.0
4.348	88.2891	0.0
4.449	88.2734	0.0
4.55	88.2656	0.0
4.651	88.1328	0.0
4.752	88.1719	0.0
4.853	88.1094	0.0
4.954	88.0781	0.0
5.055	88.0625	0.0
5.155	88.0313	0.0
5.257	87.9219	0.0
5.357	87.9375	0.0
5.458	87.8516	0.0
5.56	87.8281	0.0
5.66	87.7813	0.0
5.762	87.75	0.0
5.862	87.7109	0.0
5.963	87.625	0.0
6.064	87.625	0.0
6.165	87.5938	0.0
6.265	87.5313	0.0
6.367	87.5469	0.0
6.468	87.5313	0.0
6.569	87.4297	0.0
6.67	87.4531	0.0
6.77	87.4297	0.0
6.872	87.2891	0.0
6.972	87.2266	0.0
7.073	87.2266	0.0
7.175	87.1953	0.0
7.275	87.0859	0.0
7.376	87.0391	0.0
7.477	86.9922	0.0
7.578	86.9688	0.0
7.679	86.9141	0.0
7.78	86.9375	0.0
7.881	86.8906	0.0
7.982	86.8281	0.0
8.083	86.7734	0.0
8.183	86.7344	0.0
8.285	86.7031	0.0
8.385	86.6406	0.0
8.486	86.6406	0.0
8.588	86.5703	0.0
8.688	86.5391	0.0
8.79	86.4766	0.0
8.89	86.3984	0.0
8.991	86.3047	0.0
9.092	86.2813	0.0
9.193	86.2188	0.0
9.293	86.1875	0.0
9.395	86.1953	0.0
9.496	86.1719	0.0
9.596	86.125	0.0
9.698	85.9844	0.0
9.798	86.0313	0.0
9.9	86.0313	0.0
10.0	85.9063	0.0
10.101	85.8672	0.0
10.203	85.8594	0.0
10.303	85.8125	0.0
10.404	85.6797	0.0
10.506	85.6719	0.0
10.606	85.7031	0.0
10.708	85.5938	0.0
10.808	85.6172	0.0
10.909	85.5156	0.0
11.011	85.3984	0.0
11.111	85.4219	0.0
11.212	85.4063	0.0
11.313	85.3281	0.0
11.414	85.2891	0.0
11.515	85.2891	0.0
11.616	85.2578	0.0
11.717	85.2188	0.0
11.818	85.0469	0.0
11.919	85.1172	0.0
12.02	85.0938	0.0
12.121	85.0313	0.0
12.222	85.0078	0.0
12.322	84.9531	0.0
12.424	84.9531	0.0
12.525	84.8594	0.0
12.625	84.8203	0.0
12.727	84.8359	0.0
12.828	84.6953	0.0
12.929	84.6953	0.0
13.03	84.6094	0.0
13.13	84.5781	0.0
13.232	84.5078	0.0
13.333	84.4922	0.0
13.433	84.4453	0.0
13.535	84.5078	0.0
13.635	84.3984	0.0
13.737	84.3906	0.0
13.838	84.3516	0.0
13.938	84.2734	0.0
14.04	84.3047	0.0
14.14	84.1875	0.0
14.241	84.1797	0.0
14.343	84.0703	0.0
14.443	84.0859	0.0
14.544	84.0625	0.0
14.646	83.9531	0.0
14.746	83.9766	0.0
14.848	83.9531	0.0
14.948	83.8359	0.0
15.049	83.8281	0.0
15.151	83.7578	0.0
15.251	83.7188	0.0
15.352	83.6641	0.0
15.453	83.6719	0.0
15.554	83.6094	0.0
15.655	83.5313	0.0
15.756	83.4844	0.0
15.857	83.4609	0.0
15.958	83.4844	0.0
16.059	83.3984	0.0
16.16	83.3438	0.0
16.261	83.3281	0.0
16.362	83.3281	0.0
16.462	83.2344	0.0
16.564	83.1406	0.0
16.665	83.0938	0.0
16.766	83.0859	0.0
16.867	83.0703	0.0
16.968	83.0391	0.0
17.069	83.0156	0.0
17.17	82.9922	0.0
17.27	82.8516	0.0
17.372	82.8125	0.0
17.473	82.7188	0.0
17.573	82.7109	0.0
17.675	82.7578	0.0
17.775	82.6953	0.0
17.877	82.6172	0.0
17.978	82.5469	0.0
18.078	82.5078	0.0
18.18	82.4766	0.0
18.28	82.4531	0.0
18.381	82.5234	0.0
18.483	82.3906	0.0
18.583	82.2969	0.0
18.684	82.2734	0.0
18.785	82.2734	0.0
18.886	82.1953	0.0
18.988	82.125	0.0
19.088	82.0781	0.0
19.189	82.1016	0.0
19.291	82.0391	0.0
19.391	82.0078	0.0
19.492	81.9453	0.0
19.593	81.8984	0.0
19.694	81.8047	0.0
19.796	81.7734	0.0
19.896	81.7266	0.0
19.997	81.7031	0.0
20.098	81.6563	0.0
20.199	81.6016	0.0
20.3	81.6328	0.0
20.401	81.6328	0.0
20.502	81.5078	0.0
20.602	81.4375	0.0
20.704	81.3828	0.0
20.805	81.3828	0.0
20.906	81.3672	0.0
21.007	81.3594	0.0
21.107	81.25	0.0
21.209	81.1953	0.0
21.31	81.1484	0.0
21.41	81.1719	0.0
21.512	81.125	0.0
21.612	81.1016	0.0
21.713	81.1563	0.0
21.815	81.0156	0.0
21.915	80.9219	0.0
22.017	80.8672	0.0
22.117	80.875	0.0
22.218	80.8438	0.0
22.32	80.75	0.0
22.42	80.7344	0.0
22.521	80.7578	0.0
22.623	80.6797	0.0
22.723	80.5703	0.0
22.825	80.5703	0.0
22.925	80.6172	0.0
23.026	80.5	0.0
23.128	80.5234	0.0
23.228	80.5156	0.0
23.329	80.375	0.0
23.43	80.3516	0.0
23.531	80.3281	0.0
23.632	80.1875	0.0
23.733	80.2109	0.0
23.834	80.1484	0.0
23.935	80.1406	0.0
24.036	80.1406	0.0
24.137	80.0547	0.0
24.238	80.0703	0.0
24.339	80.0938	0.0
24.439	79.9844	0.0
24.541	79.8203	0.0
24.642	79.8594	0.0
24.742	79.8828	0.0
24.844	79.7734	0.0
24.944	79.7969	0.0
25.046	79.75	0.0
25.147	79.6719	0.0
25.247	79.6719	0.0
25.349	79.4922	0.0
25.45	79.5234	0.0
25.55	79.5938	0.0
25.652	79.4688	0.0
25.752	79.4297	0.0
25.854	79.3516	0.0
25.955	79.4297	0.0
26.055	79.3047	0.0
26.157	79.2422	0.0
26.257	79.1875	0.0
26.358	79.2422	0.0
26.46	79.1406	0.0
26.56	79.1016	0.0
26.661	79.1172	0.0
26.762	79.0703	0.0
26.863	78.9297	0.0
26.965	78.9141	0.0
27.065	78.9141	0.0
27.166	78.7969	0.0
27.268	78.8594	0.0
27.368	78.7891	0.0
27.469	78.7891	0.0
27.57	78.7266	0.0
27.671	78.6797	0.0
27.772	78.625	0.0
27.873	78.6719	0.0
27.974	78.6484	0.0
28.075	78.5156	0.0
28.176	78.5391	0.0
28.277	78.4219	0.0
28.378	78.4219	0.0
28.479	78.4453	0.0
28.579	78.3359	0.0
28.681	78.375	0.0
28.782	78.3516	0.0
28.882	78.3125	0.0
28.984	78.1953	0.0
29.085	78.1719	0.0
29.186	78.1953	0.0
29.287	78.1719	0.0
29.387	78.0781	0.0
29.489	78.0078	0.0
29.59	77.9609	0.0
29.69	78.0	0.0
29.792	77.9375	0.0
29.892	77.9531	0.0
29.994	77.8438	0.0
30.095	77.875	0.0
30.195	77.8906	0.0
30.297	77.7734	0.0
30.397	77.6797	0.0
30.498	77.6328	0.0
30.6	77.6875	0.0
30.7	77.6641	0.0
30.801	77.6328	0.0
30.903	77.5469	0.0
31.003	77.4922	0.0
31.105	77.5	0.0
31.205	77.4922	0.0
31.306	77.4688	0.0
31.408	77.4297	0.0
31.508	77.2891	0.0
31.609	77.2656	0.0
31.71	77.2813	0.0
31.811	77.1719	0.0
31.913	77.1953	0.0
32.013	77.2109	0.0
32.114	77.1641	0.0
32.215	77.0938	0.0
32.316	77.0703	0.0
32.417	77.0703	0.0
32.518	76.9844	0.0
32.619	76.9063	0.0
32.72	76.9063	0.0
32.821	76.8438	0.0
32.922	76.7891	0.0
33.023	76.75	0.0
33.124	76.75	0.0
33.225	76.6797	0.0
33.326	76.6563	0.0
33.427	76.75	0.0
33.527	76.6016	0.0
33.629	76.6094	0.0
33.73	76.5781	0.0
33.83	76.4609	0.0
33.932	76.375	0.0
34.032	76.4453	0.0
34.134	76.3906	0.0
34.235	76.4141	0.0
34.335	76.3281	0.0
34.437	76.2266	0.0
34.537	76.2578	0.0
34.638	76.2031	0.0
34.74	76.1875	0.0
34.84	76.1875	0.0
34.942	76.1172	0.0
35.042	76.0703	0.0
35.143	76.0547	0.0
35.245	75.9609	0.0
35.345	75.9297	0.0
35.446	75.9297	0.0
35.548	75.9141	0.0
35.648	75.8594	0.0
35.749	75.7813	0.0
35.85	75.7031	0.0
35.951	75.7344	0.0
36.053	75.7734	0.0
36.153	75.6563	0.0
36.254	75.6328	0.0
36.355	75.6172	0.0
36.456	75.5	0.0
36.557	75.5156	0.0
36.658	75.4688	0.0
36.759	75.4297	0.0
36.859	75.4219	0.0
36.961	75.3984	0.0
37.062	75.3047	0.0
37.163	75.2891	0.0
37.264	75.2188	0.0
37.365	75.1953	0.0
37.466	75.1953	0.0
37.567	75.0781	0.0
37.667	75.1016	0.0
37.769	75.0547	0.0
37.87	75.0859	0.0
37.97	75.0313	0.0
38.072	74.8516	0.0
38.172	74.9141	0.0
38.274	74.9375	0.0
38.375	74.8984	0.0
38.475	74.75	0.0
38.577	74.8047	0.0
38.677	74.8203	0.0
38.778	74.7266	0.0
38.88	74.6641	0.0
38.98	74.6797	0.0
39.082	74.5703	0.0
39.182	74.5859	0.0
39.283	74.5391	0.0
39.385	74.4219	0.0
39.485	74.4531	0.0
39.586	74.4063	0.0
39.688	74.3984	0.0
39.788	74.3359	0.0
39.889	74.3125	0.0
39.99	74.2188	0.0
40.091	74.1953	0.0
40.193	74.1719	0.0
40.293	74.1406	0.0
40.394	74.0703	0.0
40.495	74.0703	0.0
40.596	74.0156	0.0
40.697	73.9219	0.0
40.798	73.9219	0.0
40.899	73.9297	0.0
40.999	73.9688	0.0
41.101	73.9219	0.0
41.202	73.8125	0.0
41.303	73.7813	0.0
41.404	73.7656	0.0
41.504	73.7578	0.0
41.606	73.625	0.0
41.707	73.625	0.0
41.807	73.7109	0.0
41.909	73.6406	0.0
42.009	73.5938	0.0
42.111	73.5078	0.0
42.212	73.4375	0.0
42.312	73.4141	0.0
42.414	73.3906	0.0
42.515	73.3828	0.0
42.615	73.3203	0.0
42.717	73.2422	0.0
42.817	73.2266	0.0
42.918	73.25	0.0
43.02	73.1328	0.0
43.12	73.0625	0.0
43.222	73.0781	0.0
43.322	73.0547	0.0
43.423	72.9688	0.0
43.525	72.9453	0.0
43.625	72.8828	0.0
43.726	72.8359	0.0
43.827	72.8281	0.0
43.928	72.8281	0.0
44.03	72.8047	0.0
44.13	72.7656	0.0
44.231	72.7578	0.0
44.332	72.6875	0.0
44.433	72.5781	0.0
44.534	72.5469	0.0
44.635	72.6016	0.0
44.736	72.4609	0.0
44.837	72.4844	0.0
44.938	72.4375	0.0
45.039	72.3828	0.0
45.14	72.4063	0.0
45.241	72.3594	0.0
45.342	72.3281	0.0
45.443	72.3047	0.0
45.544	72.2656	0.0
45.644	72.2188	0.0
45.746	72.1172	0.0
45.847	72.1719	0.0
45.947	72.1875	0.0
46.049	72.0313	0.0
46.149	72.0078	0.0
46.251	72.0234	0.0
46.352	72.0	0.0
46.452	71.9141	0.0
46.554	71.8828	0.0
46.654	71.8203	0.0
46.755	71.7969	0.0
46.857	71.7422	0.0
46.957	71.7188	0.0
47.058	71.7422	0.0
47.159	71.6953	0.0
47.26	71.625	0.0
47.362	71.625	0.0
47.462	71.5313	0.0
47.563	71.4688	0.0
47.664	71.5156	0.0
47.765	71.4609	0.0
47.866	71.3984	0.0
47.967	71.4453	0.0
48.068	71.3047	0.0
48.169	71.2188	0.0
48.27	71.2188	0.0
48.371	71.1484	0.0
48.472	71.1406	0.0
48.573	71.1406	0.0
48.674	71.1016	0.0
48.775	71.1016	0.0
