DataboxPlot_Note	'Note'
self.combo_binary	0
self.combo_autoscript	1
self.button_enabled	True
self.button_multi	True
self.button_link_x	True
self.button_script	False
self.number_file	0
self.script	"x = ( d[0] )\ny = ( d[1], d[2] )\n\nxlabels = 'Time(s)'\nylabels = ( 'Temperature(C)', 'Power(%)' )\n"
self.number_history	0
self.text_log_note	'Note'

Time(s)	Temperature(C)	Power(%)
2.834	30.3438	0.0
2.935	30.3906	0.0
3.036	30.3906	0.0
3.137	30.3203	0.0
3.237	30.3438	0.0
3.339	30.2734	0.0
3.439	30.3203	0.0
3.541	30.3047	0.0
3.642	30.3281	0.0
3.742	30.3281	0.0
3.844	30.2969	0.0
3.944	30.25	0.0
4.045	30.3203	0.0
4.146	30.3438	0.0
4.247	30.3516	0.0
4.347	30.2578	0.0
4.449	30.25	0.0
4.55	30.25	0.0
4.651	30.2813	0.0
4.752	30.3047	0.0
4.852	30.3438	0.0
4.954	30.2344	0.0
5.054	30.3203	0.0
5.155	30.3047	0.0
5.256	30.2813	0.0
5.357	30.2578	0.0
5.458	30.2109	0.0
5.559	30.2109	0.0
5.66	30.2188	0.0
5.761	30.2344	0.0
5.862	30.2109	0.0
5.962	30.1953	0.0
6.064	30.2188	0.0
6.164	30.2188	0.0
6.265	30.2109	0.0
6.367	30.2109	0.0
6.467	30.1953	0.0
6.569	30.1953	0.0
6.669	30.1641	0.0
6.77	30.1719	0.0
6.871	30.1719	0.0
6.972	30.1406	0.0
7.072	30.2109	0.0
7.174	30.1875	0.0
7.275	30.125	0.0
7.375	30.0781	0.0
7.477	30.1484	0.0
7.577	30.1406	0.0
7.679	30.1406	0.0
7.779	30.1484	0.0
7.88	30.1641	0.0
7.981	30.1641	0.0
8.082	30.1016	0.0
8.183	30.1172	0.0
8.284	30.0547	0.0
8.385	30.1172	0.0
8.485	30.0938	0.0
8.587	30.0781	0.0
8.687	30.1016	0.0
8.789	30.0781	0.0
8.889	30.0547	0.0
8.99	30.1172	0.0
9.091	30.0938	0.0
9.192	30.0781	0.0
9.293	30.0313	0.0
9.394	30.1016	0.0
9.495	30.0547	0.0
9.595	30.0625	0.0
9.697	30.0313	0.0
9.797	29.9844	0.0
9.899	30.0391	0.0
9.999	30.0547	0.0
10.1	30.0156	0.0
10.202	30.0625	0.0
10.302	29.9844	0.0
10.403	29.9844	0.0
10.504	30.0078	0.0
10.605	29.9844	0.0
10.706	30.0391	0.0
10.807	30.0156	0.0
10.908	29.9922	0.0
11.009	29.9844	0.0
11.11	29.9688	0.0
11.211	29.9688	0.0
11.312	29.9375	0.0
11.413	29.9453	0.0
11.513	29.9609	0.0
11.615	29.9375	0.0
11.716	29.9141	0.0
11.817	29.9375	0.0
11.918	29.9375	0.0
12.019	29.9844	0.0
12.12	29.8594	0.0
12.221	29.8828	0.0
12.321	29.8359	0.0
12.423	29.8047	0.0
12.524	29.8516	0.0
12.624	29.8984	0.0
12.726	29.8594	0.0
12.826	29.8359	0.0
12.928	29.8281	0.0
13.029	29.8594	0.0
13.129	29.8281	0.0
13.231	29.7656	0.0
13.331	29.75	0.0
13.432	29.8594	0.0
13.534	29.8359	0.0
13.634	29.8516	0.0
13.735	29.8125	0.0
13.836	29.8516	0.0
13.937	29.8359	0.0
14.039	29.8047	0.0
14.139	29.7813	0.0
14.24	29.7422	0.0
14.341	29.7656	0.0
14.442	29.8125	0.0
14.543	29.8281	0.0
14.644	29.8047	0.0
14.745	29.8047	0.0
14.846	29.7813	0.0
14.947	29.7266	0.0
15.048	29.7422	0.0
15.149	29.7031	0.0
15.25	29.7031	0.0
15.351	29.6719	0.0
15.452	29.7422	0.0
15.553	29.7656	0.0
15.653	29.7656	0.0
15.755	29.6797	0.0
15.856	29.7031	0.0
15.957	29.7422	0.0
16.058	29.6953	0.0
16.158	29.6563	0.0
16.26	29.6328	0.0
16.361	29.6797	0.0
16.461	29.7031	0.0
16.563	29.6719	0.0
16.663	29.7031	0.0
16.764	29.6797	0.0
16.866	29.6094	0.0
16.966	29.6094	0.0
17.068	29.6484	0.0
17.168	29.5703	0.0
17.269	29.5859	0.0
